age, income, credit_score, loan_amount, loan_term, employment_years, debt_to_income     , existing_loans, savings_balance, will_default, suggested_interest_rate
 19, 42206 ,          768,       94352,        48,               22, 0.40689862846894376,              0,              10,            1,     18.091853858383434
 57, 63740 ,          347,       93602,        24,                1, 0.5272640836485376 ,              1,             256,            1,     18.97601029363272
 32, 73729 ,          734,       81749,        48,                5, 0.4450888054881691 ,              4,            5958,            1,     20.130647878537722
 49, 12171 ,          484,       93148,        12,                0, 0.6865419043319152 ,              0,            8097,            1,     22.753796263194474
 56, 37231 ,          464,       27211,        24,                4, 0.730097418026877  ,              3,              62,            1,     15.289553125826577
 23, 71221 ,          630,       59587,        48,               20, 0.42877869735731944,              0,            5048,            1,     12.793468891780687
 18, 36013 ,          629,       31866,        24,                1, 0.2678235862440546 ,              1,             417,            1,     13.167853422116615
 64, 58292 ,          420,       12344,        12,                9, 0.7616346936215163 ,              3,           10592,            1,     18.466323434827682
 40, 34830 ,          512,       73737,        24,               30, 0.6145270501356459 ,              3,            9975,            1,     23.98907422768721
 56, 41088 ,          806,       75288,        48,                4, 0.548088960237716  ,              0,           15333,            1,     24.768740625839925
 34, 38652 ,          467,       67546,        12,                1, 0.6217896135367832 ,              3,            7902,            1,     14.665666793663377
 51, 62733 ,          845,       15327,        12,                5, 0.15318724767784603,              0,            9753,            1,     13.97557606177884
 58, 54031 ,          726,       53659,        12,                9, 0.14733842934637076,              0,            3276,            1,     16.59513352605144
 46, 51977 ,          520,       50797,        36,                0, 0.20718445680669118,              0,             893,            1,     18.03056568130782
 26, 100149,          309,       76627,        48,                3, 0.20321567720837272,              4,           13367,            1,     22.504848678818377
